company_name	location	labor_bureau	first_appeared	last_appeared	duration_days	violation_law	violation_summary	prosecution_date	status	crossed_data_gap
第一貨物（株）	山形県山形市	大阪労働局	2018-05-29	2020-12-01	917	労働安全衛生法第21条 労働安全衛生規則第519条	高さ約2.5ｍの高所で、安全帯を使用 させることなく労働者に作業を行わせ たもの	2018-05-29	removed	true
（有）ク・トー 六戸作業 所	青森県上北郡おいらせ町	青森労働局	2018-05-08	2020-12-01	938	労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格であるのにドラグショベルを運 転したもの	2018-05-08	removed	true
山陽小野田市水道局 高天 原浄水場	山口県宇部市	山口労働局	2018-05-08	2020-12-01	938	労働安全衛生法第21条 労働安全衛生規則第533条	沈澱池の点検巡視作業を、手すりの設 置等の転落防止措置を講じることなく 労働者に行わせたもの	2018-05-08	removed	true
望興業	沖縄県南風原町	沖縄労働局	2018-05-10	2020-12-01	936	労働安全衛生法第100条 労働安全衛生規則第97条	休業約６か月を要する労働災害が発生 したにもかかわらず、遅滞なく労働者 死傷病報告書を提出しなかったもの	2018-05-10	removed	true
（株）大和土木	福岡県田川市	福岡労働局	2018-05-11	2020-12-01	935	労働安全衛生法第21条 労働安全衛生規則第355条	地山の掘削の作業を行う際に、あらか じめ作業箇所を法定の事項について調 査していなかったもの		removed	true
（株）エイ・ティ・エス	京都府京都市中京区	京都労働局	2018-04-24	2020-12-01	952	労働基準法第24条	労働者１名に41日間の定期賃金合計約 61万円を支払わなかったもの	2018-04-24	removed	true
飯村建設（株）	埼玉県さいたま市浦和区	埼玉労働局	2018-05-18	2020-12-01	928	労働安全衛生法第21条 労働安全衛生規則第534条	労働者に深さ2.2ｍの掘削溝内で作業 を行わせるに際し、土砂等の崩壊防止 措置を講じなかったもの	2018-05-18	removed	true
丸伊製作所	愛知県名古屋市中川区	愛知労働局	2018-05-24	2020-12-01	922	最低賃金法第４条	労働者８名に対し、１か月間の定期賃 金合計約180万円を支払わなかったも の	2018-05-24	removed	true
東和開発（株）	静岡県伊東市	静岡労働局	2018-05-16	2020-12-01	930	労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の労働者にフォークリフトを運 転させたもの	2018-05-16	removed	true
陽和工営（株）	岡山県岡山市	岡山労働局	2018-05-01	2020-12-01	945	労働基準法第32条	36協定の延長時間を超える違法な時間 外労働を行わせたもの	2018-05-01	removed	true
（株）サンヨーコーポレー ション	広島県東広島市	広島労働局	2018-05-29	2020-12-01	917	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発 生したのに、遅滞なく労働者死傷病報 告を提出しなかったもの	2018-05-29	removed	true
（株）ビーバーレコード 串春 近江八幡店	滋賀県近江八幡市	滋賀労働局	2018-05-24	2020-12-01	922	労働基準法第32条	労働者１名に、36協定の延長時間を超 える違法な時間外労働を行わせたもの	2018-05-24	removed	true
日神建設（株）	宮城県仙台市青葉区	兵庫労働局	2018-03-23	2020-12-01	984	労働安全衛生法第100条 労働安全衛生規則第97条	１か月の休業を要する労働災害が発生 したのに、遅滞なく労働者死傷病報告 を提出しなかったもの	2018-03-23	removed	true
(株)石川建工	高知県香南市	高知労働局	2018-05-29	2020-12-01	917	労働安全衛生法第59条 労働安全衛生規則第36条	派遣労働者を足場の組立業務につかせ るときに、安全のための特別の教育を 行っていなかったもの	2018-05-29	removed	true
三洋グラビア（株）本社・ ウイングファクトリー	長野県伊那市	長野労働局	2018-04-16	2020-12-01	960	労働安全衛生法第21条 労働安全衛生規則第519条	高さ５ｍの天井裏の作業箇所に手すり 等を設けることなく労働者に作業を行 わせたもの	2018-04-16	removed	true
（株）アスク	兵庫県神戸市中央区	兵庫労働局	2018-03-22	2020-12-01	985	最低賃金法第４条	労働者１名に、１か月間の定期賃金約 18万円を支払わなかったもの	2018-03-22	removed	true
阪神マーク（株）	大阪府交野市	大阪労働局	2020-01-09	2021-06-01	509	労働安全衛生法第22条 有機溶剤中毒予防規則第５条	屋内作業場において有機溶剤を用いる払拭 作業を行う際に、局所排気装置等を設けて いなかったもの	2020-01-09	removed	
三榮工業（株）	愛知県愛知郡東郷町	愛知労働局	2020-09-17	2022-07-01	652	労働安全衛生法第20条 労働安全衛生規則第151条の３	フォークリフトを用いて作業を行うにあた り、あらかじめ作業計画を定めずに作業を 行わせたもの	2020-09-17	removed	
（株）アラモト	宮城県仙台市	福島労働局	2020-08-20	2021-06-01	285	労働安全衛生法第14条 労働安全衛生規則第359条	掘削面の高さが２ｍ以上の地山の掘削作業 を行わせるにあたり、地山の掘削作業主任 者を選任していなかったもの	2020-08-20	removed	
（有）中村工務店	茨城県鉾田市	茨城労働局	2020-10-19	2022-07-01	620	労働安全衛生法第21条 労働安全衛生規則第477条	伐木の作業の際に、立木の抜倒作業を行う 労働者に、退避する場所をあらかじめ選定 させなかったもの	2020-10-19	removed	
（株）インフォゲート	埼玉県さいたま市大宮区	埼玉労働局	2019-12-05	2021-06-01	544	労働安全衛生法第21条 労働安全衛生規則第519条	高さ２ｍ以上の作業床の端で荷の積替えな どの作業をさせる際に、手すり等を設けな かったもの	2019-12-05	removed	
（株）駒商	福島県双葉郡浪江町	宮城労働局	2020-02-20	2021-06-01	467	労働安全衛生法第20条 労働安全衛生規則第151条の103	車両系木材伐出機械を、主たる用途以外の 用途に使用したもの	2020-02-20	removed	
ＴＹプルーフ	愛媛県松山市	愛媛労働局	2019-12-09	2021-06-01	540	労働安全衛生法第20条 労働安全衛生規則第556条	ひさしに立てかけて使用していたはしごの上 端を十分に突出させていなかったもの	2019-12-09	removed	
トマト建設（株）	福岡県福岡市博多区	福岡労働局	2020-01-14	2021-06-01	504	労働安全衛生法第31条 労働安全衛生規則第653条	下請労働者に高さ約5.6ｍの作業床を使用 させる際に、手すりの設置等の墜落防止措 置を講じていなかったもの	2020-01-14	removed	
石澤製作所	福岡県大野城市	福岡労働局	2020-09-03	2022-07-01	666	労働安全衛生法第20条 労働安全衛生規則第151条の14	防鳥ネットの補修工事において、フォーク リフトを主たる用途以外の用途に使用させ たもの	2020-09-03	removed	
（株）須田商事	栃木県河内郡上三川町	栃木労働局	2020-08-03	2022-07-01	697	労働安全衛生法第20条 労働安全衛生規則第150条の４	材料投入機にさく又は囲いを設ける等の措 置を講じることなく、労働者に当該機械を 使用した作業を行わせたもの	2020-08-03	removed	
（株）竜ヶ崎ショッピングセ ンター	茨城県龍ヶ崎市	茨城労働局	2020-05-12	2021-06-01	385	最低賃金法第４条	労働者３名に対し、６か月間の定期賃金合 計約484万円を支払わなかったもの	2020-05-12	removed	
杤木合同輸送（株）	愛知県名古屋市港区	愛知労働局	2020-09-17	2022-07-01	652	労働安全衛生法第21条 労働安全衛生規則第537条	床版が崩壊し落下する危険がある場所に、 立ち入り禁止区域等の措置を講じていな かったもの	2020-09-17	removed	
信和商事（株） 南港営業所	大阪府大阪市住之江区	大阪労働局	2020-03-26	2021-06-01	432	労働安全衛生法第20条 労働安全衛生規則第107条	梱包圧縮機内部の清掃業務を行わせる際 に、運転を停止させなかったもの	2020-03-26	removed	
ＳＡＫＥＭＩ	愛媛県伊予郡松前町	愛媛労働局	2019-11-13	2021-06-01	566	労働安全衛生法第21条 労働安全衛生規則第519条	高さ２ｍ以上の屋根上で作業を行わせる際 に、墜落防止措置を講じていなかったもの	2019-11-13	removed	
小野瀬造園	茨城県久慈郡大子町	茨城労働局	2020-07-07	2022-07-01	724	労働安全衛生法第21条 労働安全衛生規則第484条	伐木作業に従事する労働者に保護帽を着用 させずに作業を行わせたもの	2020-07-07	removed	
（株）カンケン 大野原工場	香川県観音寺市	香川労働局	2020-10-21	2022-07-01	618	労働安全衛生法第20条 労働安全衛生規則第151条の３	フォークリフトを用いて作業を行うとき に、あらかじめ、作業計画を定めずに労働 者に作業を行わせたもの	2020-10-21	removed	
鈴木建設（株）	茨城県小美玉市	茨城労働局	2020-03-19	2021-06-01	439	労働安全衛生法第20条 労働安全衛生規則第563条	高さ４ｍの足場上で、手すり等を設けるこ となく労働者に作業を行わせていたもの	2020-03-19	removed	
（有）菊池商店	茨城県常陸太田市	茨城労働局	2019-11-18	2021-06-01	561	労働安全衛生法第21条 労働安全衛生規則第518条	高さ２ｍ以上のトラックの荷台上で、安全 帯を使用させる等の墜落防止措置を講じず に作業を行わせたもの	2019-11-18	removed	
山崎工業	滋賀県甲賀市	滋賀労働局	2020-10-02	2022-07-01	637	労働安全衛生法第21条 労働安全衛生規則第534条	水道管埋設工事において、土止め支保工等 を設けることなく、掘削した溝の中で作業 を行わせたもの	2020-10-02	removed	
（株）屋嘉屋	沖縄県名護市	沖縄労働局	2020-07-01	2022-07-01	730	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告書を提 出しなかったもの	2020-07-01	removed	
富士倉庫運輸（株）	東京都江東区	東京労働局	2020-03-11	2021-06-01	447	労働安全衛生法第21条 労働安全衛生規則第519条	高さ約2.9メートルの倉庫中２階におい て、手すり等の墜落防止措置を講じること なく労働者に作業を行わせたもの	2020-03-11	removed	
太子建設（株）	兵庫県揖保郡太子町	兵庫労働局	2020-06-01	2022-07-01	760	労働安全衛生法第100条 労働安全衛生規則第97条	休業４日以上の休業を要する労働災害が発 生した際に、虚偽の労働者死傷病報告書を 提出したもの	2020-06-01	removed	
